"","baseMean","log2FoldChange","lfcSE","pvalue","padj","padj_combi_ctrl","log2FC_combi_ctrl","Symbol"
"ENSMUSG00000000708",1235.74491477862,-0.301983870818369,0.0915782169796293,0.000634858503767959,0.00263770645110527,0.0398757259322296,-0.215999846580023,"Kat2b"
"ENSMUSG00000000731",4.75671509898885,0.839321361570734,0.983579885637157,0.0181366161713185,0.0484967947070925,0.117480291231944,0.598950474957092,"Aire"
"ENSMUSG00000000732",255.235280967825,0.401032477854379,0.133961430616515,0.00123894664523927,0.00479218394149434,0.232391727520293,0.189340170299989,"Icosl"
"ENSMUSG00000000782",30.6007155816658,1.03028652238985,0.427833460251272,0.00120066155142264,0.00466314344781193,0.481782944396312,0.226553411392727,"Tcf7"
"ENSMUSG00000000787",5832.9819551765,-0.307807583475783,0.125819917759528,0.00901118569687926,0.0268298611265317,0.0522037016822506,-0.274145036369894,"Ddx3x"
"ENSMUSG00000000805",1310.0945112706,-0.893924374013347,0.112550199668859,1.55460147016337e-16,3.93878581402283e-15,1.24590302807633e-14,-0.877127753932004,"Car4"
"ENSMUSG00000000811",278.747142813668,0.303133220046565,0.118154894378499,0.00655960692206406,0.0203977520439231,0.993675380851052,0.00211515622161815,"Txnrd3"
"ENSMUSG00000000876",2052.31809051305,-0.810195350897597,0.118526253305627,6.62354275712388e-13,1.14453207555549e-11,9.60969060865289e-11,-0.771481307116825,"Pxmp4"
"ENSMUSG00000000916",164.319837808486,-0.657099190639239,0.182281414489365,4.53298193328287e-05,0.000245190311860383,0.00297870498450101,-0.527983239659951,"Nsun5"
"ENSMUSG00000000958",2256.53080610699,-0.677493350475006,0.20854491946879,0.000161507757283884,0.000772170140533456,0.86645872727022,0.0449761343961602,"Slc7a7"
"ENSMUSG00000001018",463.335854652471,0.358573749175416,0.135171861289777,0.0042015701017537,0.0139205443534532,0.019388010532422,0.343044828622083,"Snapin"
