"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0008360","regulation of cell shape","5/37","146/28928",0.0342465753424658,26.775268419104,11.1735303454557,1.16991322261612e-06,0.000452079521861694,0.000285348309584484,"Dlc1/Palmd/Fyn/Plekho1/Cdc42ep1",5
"GO:0035924","cellular response to vascular endothelial growth factor stimulus","4/37","62/28928",0.0645161290322581,50.4411508282476,13.9464085997829,1.1978043625211e-06,0.000452079521861694,0.000285348309584484,"Flt1/Ramp2/Emilin1/Ptp4a3",4
"GO:0051100","negative regulation of binding","5/37","148/28928",0.0337837837837838,26.4134404674945,11.0922640494698,1.25114258817812e-06,0.000452079521861694,0.000285348309584484,"Ccm2l/Id1/Atp2a3/Sp100/Mndal",5
"GO:0045765","regulation of angiogenesis","6/37","319/28928",0.0188087774294671,14.7054138778277,8.80861097815565,2.99054923780988e-06,0.000734533936472353,0.00046363085910568,"Flt1/Fyn/Id1/Sp100/Ramp2/Emilin1",6
"GO:1901342","regulation of vasculature development","6/37","326/28928",0.0184049079754601,14.3896534571381,8.70064018106231,3.38807166269535e-06,0.000734533936472353,0.00046363085910568,"Flt1/Fyn/Id1/Sp100/Ramp2/Emilin1",6
"GO:1902903","regulation of supramolecular fiber organization","6/37","406/28928",0.0147783251231527,11.5542537611503,7.66428831454003,1.18502881106541e-05,0.00214095205199151,0.0013513486441974,"Dlc1/Kank3/Id1/Cdc42ep1/Hspg2/Emilin1",6
"GO:1905314","semi-lunar valve development","3/37","42/28928",0.0714285714285714,55.8455598455598,12.7289824706718,2.13635970565275e-05,0.00310913492963087,0.00196245650054386,"Adamts5/Gja5/Emilin1",3
"GO:0038084","vascular endothelial growth factor signaling pathway","3/37","43/28928",0.0697674418604651,54.5468258956631,12.5748567602888,2.29456452371282e-05,0.00310913492963087,0.00196245650054386,"Flt1/Emilin1/Ptp4a3",3
"GO:0022604","regulation of cell morphogenesis","5/37","284/28928",0.0176056338028169,13.7647506661591,7.73616896090517,2.96724139239381e-05,0.00356915131033379,0.0022528144802068,"Dlc1/Palmd/Fyn/Plekho1/Cdc42ep1",5
"GO:0043392","negative regulation of DNA binding","3/37","50/28928",0.06,46.9102702702703,11.6273987993873,3.62183251048631e-05,0.00356915131033379,0.0022528144802068,"Id1/Sp100/Mndal",3
